GEOID,plurality,majority,white,black,asian,american_indian,hispanic,urban_rural_code,urban_rural_cat
45021,White,White,72.78,20.03,0.58,0.04,4.36,5,rural
45023,White,White,58.66,36.98,0.2,0,2.02,2,urban
45025,White,White,60.29,31.76,0.5,0.07,4.32,6,rural
45027,White,Non-White,47.72,47.23,0.59,0,3.1,6,rural
45029,White,White,56.6,38.25,0.13,0,3.21,6,rural
45031,White,White,54.74,41.04,0.37,0.03,2.04,4,suburban
45033,Black,Non-White,45.59,47.67,0.07,0,2.76,6,rural
45035,White,White,64.21,24.82,1.81,0.13,5.38,3,suburban
45037,White,White,56.69,35.07,0.19,0.04,5.96,3,suburban
45039,Black,Non-White,38.17,58.41,0.01,0,2.19,3,suburban
45041,White,White,51.85,42.53,1.29,0.08,2.64,4,suburban
45043,White,White,64.14,30.85,0.51,0,3.07,5,rural
45045,White,White,68.34,17.46,2.48,0.27,9.15,3,suburban
45047,White,White,59.68,31.52,1.03,0,6.02,5,rural
45049,Black,Non-White,40.89,53.28,0.27,0,4.02,6,rural
45051,White,White,77.29,13.14,1.34,0.03,6.04,3,suburban
45053,White,Non-White,42.79,41.56,0.42,0,13.44,4,suburban
45055,White,White,68.78,23.31,0.18,0.14,4.43,3,suburban
45057,White,White,70.15,20.79,1.31,0,5.38,2,urban
45059,White,White,67.86,23.98,0.46,0.07,4.88,3,suburban
45061,Black,Non-White,32.44,63.81,0.05,0,2.45,6,rural
45063,White,White,74.85,14.66,1.87,0.07,6.01,3,suburban
45065,White,White,50.83,44.81,0.24,0,0.83,6,rural
45067,Black,Non-White,38.57,56.51,0.71,0,2.82,6,rural
45069,Black,Non-White,39.08,50.36,0.43,0,3.32,5,rural
45071,White,White,59.91,31.05,0.24,0,7.47,5,rural
45073,White,White,84.44,6.82,0.74,0.01,5.46,5,rural
45075,Black,Non-White,33.28,61.34,0.65,0.11,2.22,5,rural
45077,White,White,85.7,6.77,1.95,0.02,3.67,3,suburban
45079,Black,Non-White,42.31,46.45,2.85,0.11,5.16,3,suburban
45081,White,White,58.27,24.93,0,0,15.45,3,suburban
45083,White,White,68.34,20.24,2.35,0.02,6.84,3,suburban
45085,Black,Non-White,45.17,46.61,1.37,0.05,3.96,4,suburban
45087,White,White,64.59,30.36,0.01,0,1.55,3,suburban
45089,Black,Non-White,31.24,64.33,0.68,0,2.26,6,rural
45091,White,White,70.48,19.13,2.11,0.03,5.51,2,urban
46003,White,White,88.27,1.66,0,0,7.31,6,rural
46005,White,White,76.92,1.17,9.12,0.39,10.06,5,rural
46007,White,Non-White,33.23,0.06,0.41,0,2.77,6,rural
46009,White,White,86.84,1.47,0.4,0,2.73,6,rural
46011,White,White,90.23,1.31,3.01,0,3.07,5,rural
46013,White,White,87.12,2.17,3,0,2.94,5,rural
46015,White,White,84.01,0.49,0.29,0,2.8,6,rural
46017,White,Non-White,13.67,0.15,0,0,4.15,6,rural
46019,White,White,91.2,0.67,0.12,0,3.63,6,rural
46021,White,White,98.11,0,0.07,0,0.2,6,rural
46023,White,White,62.55,0.09,0.12,0.1,3.57,6,rural
46025,White,White,93.6,0.08,0.46,0,3.26,6,rural
46027,White,White,87.3,1.66,2.89,0,3,5,rural
46029,White,White,92.76,0.78,0.54,0,2.34,5,rural
46031,White,Non-White,28.87,0.34,0.02,0,0.46,6,rural
46033,White,White,89.83,0.25,0.34,0,3.85,4,suburban
46035,White,White,90.59,1.37,0.73,0,3.12,5,rural
46037,White,White,85.93,0,0.13,0,2.26,6,rural
46039,White,White,96.13,0.02,0,0,3.43,6,rural
46041,White,Non-White,19.84,0.09,0.09,0.24,1.01,6,rural
46043,White,White,94.37,0,0,0,0.65,6,rural
46045,White,White,96.09,0.18,0.05,0,2.46,5,rural
46047,White,White,84.63,0,1.56,0,4.03,6,rural
46049,White,White,96.06,0.04,0,0,0.35,6,rural
46051,White,White,92.59,0.46,0.11,0,4.55,6,rural
46053,White,White,87.72,0,1.77,0,0.88,6,rural
46055,White,White,89.2,0.05,0,0,0.64,6,rural
46057,White,White,93.51,0.43,0.28,0,4.3,6,rural
46059,White,White,96.44,0.12,0.58,0,1.66,6,rural
46061,White,White,99.53,0,0,0,0,5,rural
46063,White,White,92.11,2.07,0,0,2.37,6,rural
46065,White,White,82.22,0.14,0.02,0,3.2,5,rural
46067,White,White,94.69,0,0.29,0,2.16,6,rural
46069,White,White,87.95,2.43,0,0,0.68,6,rural
46071,White,Non-White,38.97,0.3,0.43,0,0.27,6,rural
46073,White,White,94.5,0,0,0,3.02,6,rural
46075,White,White,92.94,1.13,0,0,0,6,rural
46077,White,White,96.8,0,0.22,0,2.22,6,rural
46079,White,White,93.22,0.32,1.64,0.07,1.1,6,rural
46081,White,White,90.85,0.89,0.92,0.13,3.26,5,rural
46083,White,White,92.98,1.32,1.1,0.02,2.13,4,suburban
46085,White,White,55.56,0.1,0.62,0.1,1.27,6,rural
46087,White,White,93.39,0.7,0,0,4.06,4,suburban
46089,White,White,95.04,2.09,0.78,0,1.31,6,rural
46091,White,White,82.99,0.63,0,0,8.34,6,rural
46093,White,White,87.57,1.85,1.22,0.04,4.24,4,suburban
46095,White,Non-White,38.55,0.15,0,0,4.43,6,rural
46097,White,White,95.07,0.27,0.36,0,2.04,6,rural
46099,White,White,82.51,5.62,2.08,0.02,4.99,4,suburban
46101,White,White,76.81,0.49,2.12,0,4.43,6,rural
46102,White,Non-White,4.44,0.08,0,0,4.08,6,rural
46103,White,White,79.9,1.17,1.28,0.17,5.18,4,suburban
46105,White,White,94.24,0,0,0,1,6,rural
46107,White,White,91.53,0,1.77,0,1.6,6,rural
46109,White,White,56.49,0.6,0.11,0,3.47,6,rural
46111,White,White,94.03,0,0.46,0,3.74,6,rural
46115,White,White,93.71,0.22,0,0.19,3.1,6,rural
46117,White,White,88.07,0,0,1.19,2.92,5,rural
46119,White,White,96.02,0,0,0,1.3,5,rural
46121,White,Non-White,7.94,0.06,1.85,0,1.16,6,rural
46123,White,White,80.89,0,0.81,0,0.2,6,rural
46125,White,White,95.27,0.46,0.29,0,2.45,4,suburban
46127,White,White,92.1,0.81,1.26,0,3.19,4,suburban
46129,White,White,79.05,5.04,0,0,2.2,6,rural
46135,White,White,88.44,1.55,0.19,0.08,4.52,5,rural
46137,White,Non-White,23.54,0,0.61,0.04,0.32,6,rural
47001,White,White,89.11,3.51,1.29,0.09,2.91,3,suburban
47003,White,White,76.8,7.91,0.2,0.04,12.4,5,rural
47005,White,White,92.73,3.02,0.03,0,2.43,6,rural
47007,White,White,87.95,3.31,0.07,0,2.48,6,rural
47009,White,White,90.94,2.63,0.78,0.06,3.37,3,suburban
47011,White,White,85.49,4.78,1.19,0.03,6.19,4,suburban
47013,White,White,96.31,0.32,0.43,0,1.4,3,suburban
47015,White,White,94.12,1.87,0.03,0.01,2.24,2,urban
47017,White,White,84.57,10.2,0.39,0.08,2.66,6,rural
47019,White,White,94.79,1.7,0.45,0.05,1.87,4,suburban
47021,White,White,92.54,1.59,0.39,0.03,3,2,urban
47023,White,White,85.46,8.93,0.45,0,2.63,4,suburban
47025,White,White,95.19,0.99,0.78,0.16,1.32,6,rural
47027,White,White,94.41,2.39,0.1,0,2.61,6,rural
47029,White,White,93.25,1.39,0.19,0.12,2.35,5,rural
47031,White,White,88.38,3.79,1.08,0.02,4.31,5,rural
47033,White,White,73.93,12.99,0.33,0.04,10.56,4,suburban
47035,White,White,94.43,0.67,0.35,0,2.99,5,rural
47037,White,White,56.2,26.93,3.61,0.06,10.23,1,urban
47039,White,White,91.42,4.43,0,0,1.45,6,rural
47041,White,White,87.99,1.7,0.16,0.06,8.26,6,rural
47043,White,White,89.47,4.17,0.5,0,3.58,2,urban
47045,White,White,80,12.64,0.78,0.15,3.4,5,rural
47047,White,White,68.02,27.29,0.67,0,2.7,2,urban
47049,White,White,96.52,0.32,0.55,0,1.53,6,rural
47051,White,White,88.38,4.52,0.44,0.07,3.39,5,rural
47053,White,White,76.65,17.1,0.3,0.08,2.72,6,rural
47055,White,White,84.13,9.67,0.22,0,2.53,6,rural
47057,White,White,93.95,0.45,0.28,0,3.34,3,suburban
47059,White,White,93.05,2.14,0.4,0,2.89,5,rural
47061,White,White,86.89,0.72,0.19,0,1.25,6,rural
47063,White,White,81.47,3.72,0.86,0.29,11.71,4,suburban
47065,White,White,71.09,18.92,2.03,0.04,5.65,3,suburban
47067,White,White,96.72,0.5,0.59,0,1.59,6,rural
47069,White,White,54.22,41.78,0.73,0,1.76,6,rural
47071,White,White,91.79,3.89,0.46,0,2.55,6,rural
47073,White,White,95.05,1.32,0.52,0.07,1.55,3,suburban
47075,Black,Non-White,44,50.79,0.05,0.03,4.32,6,rural
47077,White,White,87.4,7.84,0.13,0.08,2.42,6,rural
47079,White,White,87.3,8.17,0.39,0,2.6,5,rural
47081,White,White,90.4,5.24,0.38,0.03,2.46,2,urban
47083,White,White,92,5.4,0.17,0.2,0.38,6,rural
47085,White,White,92.47,2.06,0.7,0.04,2.47,6,rural
47087,White,White,95.32,0.32,0.04,0,2.09,5,rural
47089,White,White,92.23,1.7,0.63,0.03,3.59,4,suburban
47091,White,White,92.29,3.45,0.48,0,2.03,6,rural
47093,White,White,82.27,8.65,2.19,0.04,4.27,3,suburban
47095,White,White,66.68,28.37,0.24,0,2.32,6,rural
47097,White,White,60.63,33.74,0.26,0,2.54,6,rural
47099,White,White,93.25,1.67,0.52,0.18,2.23,5,rural
47101,White,White,93.32,1.82,1.36,0,2.29,6,rural
47103,White,White,86.83,7.09,0.54,0,3.51,6,rural
47105,White,White,87.69,0.92,0.72,0,8.78,3,suburban
47107,White,White,89.21,3.62,0.78,0.07,4.01,5,rural
47109,White,White,89.81,5.52,0.21,0,2.11,6,rural
47111,White,White,91.87,0.18,0.47,0.16,5.16,2,urban
47113,White,White,55.75,36.97,1.08,0,3.86,4,suburban
47115,White,White,91.72,2.57,0.45,0,1.81,3,suburban
47117,White,White,84.86,7.56,0.32,0,5.39,5,rural
47119,White,White,79.29,11.47,0.94,0.01,5.82,2,urban
47121,White,White,94.1,1.9,0.21,0,2.11,6,rural
47123,White,White,91.05,2,0.4,0,4.4,6,rural
47125,White,White,63.33,19.29,2.14,0.37,10.01,3,suburban
47127,White,White,92.58,2.2,2.4,0,0.22,5,rural
47129,White,White,92.05,5.69,0.05,0,1.33,3,suburban
47131,White,White,82.89,10.24,0.38,0.02,4.41,5,rural
47133,White,White,96.1,0.65,0.45,0.42,1.48,5,rural
47135,White,White,91.86,2.74,2.24,0,1.36,6,rural
47137,White,White,99.41,0.18,0,0,0.37,6,rural
47139,White,White,94.8,0.33,0.1,0,2.1,4,suburban
47141,White,White,88.42,2.16,1.25,0,6.25,5,rural
47143,White,White,90.53,2.26,0.48,0,4.95,5,rural
47145,White,White,92.74,2.31,0.75,0.04,1.85,3,suburban
47147,White,White,83.26,7.19,0.56,0.06,6.93,2,urban
47149,White,White,70.76,14.52,3.38,0.02,8.02,2,urban
47151,White,White,97.14,0.57,0.01,0,0.96,6,rural
47153,White,White,93.53,0.22,0,0,3.54,3,suburban
47155,White,White,89.99,0.9,0.78,0.02,5.99,5,rural
47157,Black,Non-White,35.76,53.43,2.62,0.02,6.36,1,urban
47159,White,White,92.6,2,0.37,0,2.72,2,urban
47161,White,White,91.79,0.92,0.71,0.39,3.02,6,rural
47163,White,White,93.4,1.84,0.61,0.06,1.9,3,suburban
47165,White,White,84.12,7.27,1.4,0.04,4.88,2,urban
47167,White,White,75.69,18.36,0.67,0,2.78,2,urban
47169,White,White,84.16,10.18,0.24,0,1.08,2,urban
47171,White,White,93.14,0.34,0.28,0,4.9,4,suburban
47173,White,White,96.24,0.5,0.28,0.27,1.67,3,suburban
47175,White,White,95.71,0.28,0,0,0.71,6,rural
47177,White,White,85.25,2.06,0.7,0.23,9.08,5,rural
47179,White,White,88.63,3.99,1.64,0,3.43,4,suburban
47181,White,White,89.7,6.85,0.79,0,2.08,6,rural
47183,White,White,86.77,8.45,0.25,0.06,2.58,5,rural
47185,White,White,93.48,2.12,0.18,0,2.57,6,rural
47187,White,White,84.58,4.1,4.2,0.03,4.77,2,urban
47189,White,White,84.97,7.12,1.64,0.02,4.23,2,urban
48001,White,White,58.93,20.95,0.56,0.02,17.79,5,rural
48003,Hispanic,Non-White,40.18,0.68,0.36,0.17,56.28,5,rural
48005,White,White,60.5,14.6,1.1,0.01,22.13,5,rural
48007,White,White,67.39,1.38,2,0,27.48,3,suburban
48009,White,White,88.34,0.87,0.17,0,8.28,4,suburban
48011,White,White,89.36,0.25,0,0,7.55,3,suburban
48013,Hispanic,Non-White,33.29,0.27,0.35,0,64.32,2,urban
48015,White,White,62.21,8.74,0.37,0,26.84,2,urban
48017,Hispanic,Non-White,35.48,0.46,0.8,0,62.13,6,rural
48019,White,White,77.83,0.69,0.28,0,18.79,2,urban
48021,White,White,52.33,7.07,0.84,0,37.68,2,urban
48023,White,White,86.61,3.08,0,1.12,8.53,6,rural
48025,Hispanic,Non-White,31.38,6.83,0.52,0.01,58.86,5,rural
48027,White,Non-White,45.77,21.52,2.84,0.63,24.82,3,suburban
48029,Hispanic,Non-White,27.67,7.1,2.74,0.09,60.22,1,urban
48031,White,White,76.99,0.03,1.44,0.37,19.38,6,rural
48033,White,White,83.85,0,0,0,13.7,6,rural
48035,White,White,77.83,1.61,0.55,0,18.34,6,rural
48037,White,White,63.79,24.38,1.04,0.02,7.6,4,suburban
48039,White,Non-White,47.21,13.65,6.6,0.01,30.63,2,urban
48041,White,White,55.79,10.28,6.11,0.06,25.56,4,suburban
48043,White,White,50.29,0.21,1.49,0,44.77,6,rural
48045,White,White,58,0.82,0,1.51,35.62,6,rural
48047,Hispanic,Non-White,6.69,0,0,0,93.07,6,rural
48049,White,White,71.63,3.53,0.71,0,22.25,5,rural
48051,White,White,64.72,13.12,0.04,0,20.69,4,suburban
48053,White,White,73.6,1.75,0.86,0.05,22.23,6,rural
48055,Hispanic,Non-White,39.67,5.6,0.97,0.13,52.19,2,urban
48057,Hispanic,Non-White,42.29,2.33,5.26,0.03,48.87,5,rural
48059,White,White,86,0.91,0.5,0,9.63,4,suburban
48061,Hispanic,Non-White,8.96,0.4,0.66,0.01,89.66,3,suburban
48063,White,White,55.78,15.81,0.43,0,24.97,6,rural
48065,White,White,85.72,0.8,0.37,0,9.92,3,suburban
48067,White,White,76.31,17.08,0.55,0,4.5,6,rural
48069,Hispanic,Non-White,31.96,2.12,0.61,0.04,64.6,6,rural
48071,White,White,66.97,7.26,1.13,0,22.44,2,urban
48073,White,White,60.69,13.5,0.44,0.08,23.14,5,rural
48075,White,White,58.46,8.04,0.54,0,31.01,6,rural
48077,White,White,89.77,0.45,1.12,0,6.28,4,suburban
48079,Hispanic,Non-White,36.06,3.84,0,0,58.71,6,rural
48081,White,White,76.2,0.97,0,0,21.53,6,rural
48083,White,White,76.83,1.61,0.5,0,17.52,6,rural
48085,White,White,56.96,9.63,15.09,0.06,15.27,1,urban
48087,White,White,60.09,8.35,0,0,28.76,6,rural
48089,White,White,55.93,12.64,0.02,0,29.73,6,rural
48091,White,White,67.51,2,1.11,0.03,27.36,2,urban
48093,White,White,69.46,0.6,0.61,0,27.92,6,rural
48095,White,White,52.85,1.16,0.4,0,45.13,6,rural
48097,White,White,75.34,2.8,0.86,0.06,18.15,5,rural
48099,White,White,58.68,12.77,1.95,0.75,18.28,3,suburban
48101,White,White,51.77,14.49,0,0,23.14,6,rural
48103,Hispanic,Non-White,31.13,2.31,1.98,0,64.37,6,rural
48105,Hispanic,Non-White,37.43,0.69,0,0,61.88,6,rural
48107,Hispanic,Non-White,39.39,3.14,0.57,0.19,56.01,3,suburban
48109,Hispanic,Non-White,25.38,0.14,0.59,0,71.05,6,rural
48111,White,Non-White,49.64,0.77,1.94,0,45.82,6,rural
48113,Hispanic,Non-White,29.13,22.26,6.24,0.04,40.18,1,urban
48115,Hispanic,Non-White,33.29,7.69,0.19,0,57.47,5,rural
48117,Hispanic,Non-White,24.69,0.64,0.63,0.1,72.83,5,rural
48119,White,White,80.76,8.78,0.53,0,7.77,6,rural
48121,White,White,59.25,9.58,8.65,0.08,19.3,2,urban
48123,White,White,54.78,9.28,0,0,35.36,6,rural
48125,White,White,67,2.68,0.5,0,29.82,6,rural
48127,Hispanic,Non-White,10.95,0.04,1.41,0,86.91,6,rural
48129,White,White,80.85,5.48,0.36,0,11.07,6,rural
48131,Hispanic,Non-White,9.35,1.31,0,0,89.33,6,rural
48133,White,White,79.32,2.86,0.62,0,16.36,6,rural
48135,Hispanic,Non-White,32.29,4.43,1.09,0.02,60.68,4,suburban
48137,Hispanic,Non-White,43.27,0,0,0,56.62,6,rural
48139,White,White,60.83,9.8,0.64,0.04,26.23,2,urban
48141,Hispanic,Non-White,11.97,2.96,1.14,0.12,82.56,3,suburban
48143,White,White,74.56,1.85,0.88,0.2,21.08,5,rural
48145,White,White,51.24,24.11,0.47,0,23.16,3,suburban
48147,White,White,78.79,5.63,0.64,0.04,11.29,6,rural
48149,White,White,71.23,6.54,0.47,0,20.99,6,rural
48151,White,White,61.77,2.65,0.31,0,32.7,6,rural
48153,Hispanic,Non-White,36.81,2.88,0.17,0,58.68,6,rural
48155,White,White,72.08,2.27,0,0,22.27,6,rural
48157,White,Non-White,33.09,20.12,20.02,0.05,24.5,2,urban
48159,White,White,78.67,4.37,0.05,0,14.46,6,rural
48161,White,White,66.6,15.08,0.45,0,15.5,6,rural
48163,Hispanic,Non-White,16.27,3.18,0.81,0,79.28,6,rural
48165,White,White,55.51,2.17,0.49,0.04,41.49,6,rural
48167,White,White,57.36,12.35,3.26,0.03,24.63,2,urban
48169,Hispanic,Non-White,39.65,5.63,1.96,0,52.22,6,rural
48171,White,White,74.7,0.08,0.12,0,23.18,5,rural
48173,White,White,56.23,0,0,0,43.77,5,rural
48175,White,White,58.27,4.92,0.73,0,35.85,4,suburban
48177,Hispanic,Non-White,41.65,6.47,0.37,0.02,50.74,6,rural
48179,White,White,63.32,4.31,0.67,0.2,29,5,rural
48181,White,White,75.41,5.24,1.57,0.01,13.42,4,suburban
48183,White,White,57.51,19.79,1.28,0.11,18.71,4,suburban
48185,White,White,58.5,14.88,0.2,0,24.16,6,rural
48187,White,White,50.36,7.58,1.63,0.1,37.92,2,urban
48189,Hispanic,Non-White,33.83,4.54,0.29,0.02,59.45,5,rural
48191,White,White,55.61,6.17,0.26,0,34.78,6,rural
48193,White,White,84.05,0.79,0,0,12.75,6,rural
48195,White,White,51.61,0.09,0.07,0,48.01,6,rural
48197,White,White,71.69,5.88,0,0,18.99,6,rural
48199,White,White,86.49,5.55,0.62,0,5.69,3,suburban
48201,Hispanic,Non-White,29.59,18.57,6.92,0.05,42.94,1,urban
48203,White,White,63.59,20.67,0.79,0.02,13.11,5,rural
48205,White,White,59.98,7.41,1.45,0,26.72,6,rural
48207,White,White,64.65,3.79,0.28,0,28.57,6,rural
48209,White,White,53.77,3.85,1.5,0,38.93,2,urban
48211,White,White,63.07,0.98,0.03,0,34.83,6,rural
48213,White,White,78.18,6.35,0.65,0.03,12.76,5,rural
48215,Hispanic,Non-White,6.14,0.42,0.94,0.01,92.18,3,suburban
48217,White,White,70.6,6.27,0.4,0.17,20.61,6,rural
48219,Hispanic,Non-White,46.93,3.2,0.35,0.09,47.79,5,rural
48221,White,White,84.22,0.76,0.7,0.06,12.4,2,urban
48223,White,White,73.28,7,0.67,0.12,16.87,5,rural
48225,White,White,61.83,24.91,0.38,0,11.08,6,rural
48227,White,Non-White,48.65,5.19,0.69,0.03,42.51,5,rural
48229,Hispanic,Non-White,17.35,1.63,0.77,0,77.8,3,suburban
48231,White,White,71.62,7.81,1.24,0.05,16.35,2,urban
48233,White,White,70.36,1.44,0.36,0.7,23.26,5,rural
48235,White,White,69.88,4.07,0,0,25.56,4,suburban
48237,White,White,77.16,4.74,0.1,0,16.88,6,rural
48239,White,White,58.48,6.48,1.05,0.06,33.11,6,rural
48241,White,White,74.52,16.53,0.45,0.07,6.72,6,rural
48243,White,White,58.37,1.03,0,0,39.85,6,rural
48245,White,Non-White,40.59,33.46,3.73,0.05,20.72,3,suburban
48247,Hispanic,Non-White,8.09,0.04,0,0,91.34,6,rural
48249,Hispanic,Non-White,17.96,0.62,0.51,0.13,80.28,5,rural
48251,White,White,71.99,3.47,0.92,0.4,21.36,2,urban
48253,White,White,54.15,13.99,0.39,0,27.55,4,suburban
48255,Hispanic,Non-White,35.84,6.41,1.04,0,54.72,6,rural
48257,White,White,63.69,11.72,1.28,0.04,21.42,2,urban
48259,White,White,72.34,0.49,0.9,0.13,23.88,2,urban
48261,Hispanic,Non-White,5.28,0,0,0,94.72,5,rural
48263,White,White,83.77,0.93,0,0,14.06,6,rural
48265,White,White,68.72,1.43,0.82,0.08,26.94,5,rural
48267,White,White,75.67,1.1,0,0,21.79,6,rural
48269,White,White,67.09,0,0,0,32.91,6,rural
48271,Hispanic,Non-White,40.58,0.14,0,0,59.28,6,rural
48273,Hispanic,Non-White,20.19,2.94,2.24,0,72.88,5,rural
48275,White,White,58.22,4.7,1.08,0,34.33,6,rural
48277,White,White,74.42,12.75,0.77,0.11,7.87,5,rural
48279,Hispanic,Non-White,39.31,2.99,0.52,0,55.56,6,rural
48281,White,White,72.59,4.33,1.15,0.35,19.42,3,suburban
48283,Hispanic,Non-White,13.24,1.46,0.16,0,84.09,6,rural
48285,White,White,73.51,6.16,0.47,0,18.91,6,rural
48287,White,White,63.34,11.13,0.99,0,23.68,6,rural
48289,White,White,76.13,6.71,0.8,0.32,14.57,6,rural
48291,White,White,63.3,9.84,0.52,0.01,24.84,2,urban
48293,White,White,58.65,16.85,0.76,0.29,21.91,6,rural
48295,White,White,62.51,0.53,0.62,0,31.96,6,rural
48297,White,White,56.05,2.22,1.43,0,39.99,6,rural
48299,White,White,86.44,0.67,0.29,0,10.39,6,rural
48301,White,White,84.69,0,0,0,12.24,6,rural
48303,White,White,53.47,6.6,2.13,0.07,35.43,3,suburban
48305,White,Non-White,49.3,0.7,0.79,0.1,47.22,3,suburban
48307,White,White,60.51,1.08,0.74,0,32.31,6,rural
48309,White,White,55.93,14.26,1.58,0.02,26.34,3,suburban
48311,Hispanic,Non-White,49.1,0,0,0,49.74,6,rural
48313,White,White,55,16.27,3.36,0.07,23.17,6,rural
48315,White,White,70.85,22.9,0.32,0.41,4.14,6,rural
48317,White,White,53.94,0.85,0.07,0,44.96,4,suburban
48319,White,White,74.18,0.05,2.41,0,22.19,6,rural
48321,White,Non-White,43.63,10.29,1.93,0.33,42.45,5,rural
48323,Hispanic,Non-White,2.5,0.32,0.55,0.04,95.18,5,rural
48325,Hispanic,Non-White,43.57,2.47,0.69,0.04,51.97,2,urban
48327,White,White,54.84,0,0,0,41.67,6,rural
48329,White,Non-White,45.41,6.22,1.91,0.05,44.73,4,suburban
48331,White,White,62.36,9.2,0.52,0,26.43,6,rural
48333,White,White,78.22,0.39,0.22,0,20.99,6,rural
48335,White,Non-White,47.89,9.02,0.43,0,39.88,6,rural
48337,White,White,85.79,0.67,0,0,10.97,6,rural
48339,White,White,66.02,4.8,2.92,0.04,24.14,2,urban
48341,Hispanic,Non-White,32.46,3.21,6.84,0,56.06,5,rural
48343,White,White,64.4,23.09,0.16,0.06,9.86,6,rural
48345,White,White,74.44,1.52,0,0,19.65,6,rural
48347,White,White,59.52,17.26,1.4,0.02,19.42,5,rural
48349,White,White,56.05,12.2,0.68,1.34,27.26,5,rural
48351,White,White,73.47,20.29,0.55,0,3.62,3,suburban
48353,White,White,55.53,5.56,0.29,0,37.68,5,rural
48355,Hispanic,Non-White,29.47,3.62,2,0.06,63.74,3,suburban
48357,Hispanic,Non-White,43.11,0.09,0.23,0,54.18,6,rural
48359,White,White,77.13,3.06,1.86,0,15.23,3,suburban
48361,White,White,80.66,8.69,1.17,0,7.68,3,suburban
48363,White,White,75.05,2.51,0.79,0.1,19.88,5,rural
48365,White,White,73.18,17.28,0.07,0,8.72,6,rural
48367,White,White,83.47,1.24,0.54,0.04,12.29,2,urban
48369,Hispanic,Non-White,34.1,1.19,0.34,0,63.29,6,rural
48371,Hispanic,Non-White,25.18,3.43,0.61,0.15,68.78,6,rural
48373,White,White,70.89,9.69,0.77,0.14,15.27,6,rural
48375,White,Non-White,44.07,9.79,5.39,0.2,38.32,3,suburban
48377,Hispanic,Non-White,12.96,0,1.35,0,83.74,6,rural
48379,White,White,85.33,3.53,0.36,0,9.12,6,rural
48381,White,White,71.65,2.52,1.73,0.26,21.63,3,suburban
48383,Hispanic,Non-White,29.77,0.85,0.16,0,68.83,6,rural
48385,White,White,73.09,0.56,0.06,0,26.26,6,rural
48387,White,White,73.39,16.75,0.08,0,7.28,6,rural
48389,Hispanic,Non-White,22.28,1.34,1.32,0.14,74.69,5,rural
