GEOID,plurality,majority,white,black,asian,american_indian,hispanic,urban_rural_code,urban_rural_cat
13319,White,White,56.7,38.95,0,0.06,2.87,6,rural
13321,White,White,67.3,28.01,0.79,0.03,2.2,4,suburban
15001,White,Non-White,30.31,0.58,21.84,11.08,12.73,5,rural
15003,Asian,Non-White,18.37,2.25,41.73,8.93,9.85,3,suburban
15005,American Indian,Non-White,22.73,3.03,21.21,27.27,3.03,4,suburban
15007,Asian,Non-White,29.52,0.4,31.07,8.04,11.05,5,rural
15009,White,Non-White,30.23,0.46,28.79,10.4,11.33,4,suburban
16001,White,White,84.66,1.28,2.47,0.14,8.2,3,suburban
16003,White,White,92.12,0.39,0,0.2,3.59,6,rural
16005,White,White,83.68,0.69,1.75,0.16,8.61,4,suburban
16007,White,White,92.92,0.88,0.67,0,4.28,6,rural
16009,White,White,84.64,0.07,0.32,0.78,3.63,6,rural
16011,White,White,73.73,0.28,0.57,0.05,17.99,5,rural
16013,White,White,74.63,0.44,0.85,0.09,22.63,5,rural
16015,White,White,90.93,0.26,0.96,0,4.58,3,suburban
16017,White,White,93.08,0.22,0.68,0.12,3.1,5,rural
16019,White,White,83.03,0.44,0.91,0.11,13.04,4,suburban
16021,White,White,90.35,0.53,0.89,0.55,4.98,6,rural
16023,White,White,94.73,0.15,0,0,5.11,4,suburban
16025,White,White,98.09,0,0,0,1.62,5,rural
16027,White,White,70.31,0.41,0.82,0.25,25.29,3,suburban
16029,White,White,91.72,0,0.06,0,5.82,6,rural
16031,White,White,69.84,0.22,0.59,0.02,27.21,5,rural
16033,Hispanic,Non-White,46.11,0.77,0,0,48.52,6,rural
16035,White,White,90.25,0.53,0.4,0.23,4.23,6,rural
16037,White,White,89.21,0.12,0,0,4.2,6,rural
16039,White,White,72.64,2.6,2.6,0.36,17.07,5,rural
16041,White,White,91.08,0.26,0.15,0.01,6.75,4,suburban
16043,White,White,84.85,0.15,0.18,0.63,12.51,5,rural
16045,White,White,87.74,0.12,0.57,0,8.37,3,suburban
16047,White,White,67.86,0.09,0.92,0.22,29.07,6,rural
16049,White,White,90.96,0.14,0.4,0.02,3.4,6,rural
16051,White,White,86.74,0,0.45,0.05,10.53,4,suburban
16053,White,White,61.5,0.15,0.43,0.45,36.09,5,rural
16055,White,White,90.63,0.3,0.84,0.1,4.62,4,suburban
16057,White,White,88.7,1.16,2.26,0.05,4.37,5,rural
16059,White,White,93.28,0.04,0,0.1,3.42,6,rural
16061,White,White,83.82,0.13,1.38,0.03,4.56,6,rural
16063,White,White,66.13,0,0.41,0,30.73,5,rural
16065,White,White,88.3,0.17,1.56,0.16,7.58,5,rural
16067,White,White,62.01,0.15,0.27,0,35.27,5,rural
16069,White,White,86.96,0.36,0.77,0.01,3.93,4,suburban
16071,White,White,93.41,0.11,0,0,4.49,6,rural
16073,White,White,68.5,0.53,0.11,0,26.24,3,suburban
16075,White,White,78.42,0.08,0.86,0.06,17.34,5,rural
16077,White,White,61.32,0.08,0,0.04,34.1,6,rural
16079,White,White,91.2,0.34,0.07,0,3.56,6,rural
16081,White,White,81.17,0,0,0,16.87,5,rural
16083,White,White,79.04,0.81,1.71,0.05,16.37,5,rural
16085,White,White,94.59,0.06,0.24,0,4.62,6,rural
16087,White,White,78.93,0.19,0.37,0,17.03,6,rural
17001,White,White,91.68,4.06,0.8,0.02,1.6,5,rural
17003,White,White,62.76,33.45,0,0,1.31,4,suburban
17005,White,White,87.8,7.54,0.36,0,3.52,2,urban
17007,White,White,73,2.09,1.18,0,21.8,3,suburban
17009,White,White,73.85,18.89,0,0,6.64,6,rural
17011,White,White,87.7,1.02,0.87,0.01,9.14,5,rural
17013,White,White,96.98,0.31,0.89,0,1.26,2,urban
17015,White,White,93.07,1.21,0.77,0,3.7,6,rural
17017,White,White,75.48,4.31,0.36,0.01,18.91,6,rural
17019,White,White,67.16,13.35,10.73,0.07,5.96,4,suburban
17021,White,White,95.02,1.31,0.6,0.09,1.62,5,rural
17023,White,White,96.53,0.67,0.5,0,1.58,6,rural
17025,White,White,96.08,0.81,0.32,0,0.13,6,rural
17027,White,White,91.44,3.45,0.56,0,3.12,2,urban
17029,White,White,90.92,3.87,1.22,0.03,2.53,5,rural
17031,White,Non-White,42.29,23.07,7.23,0.02,25.29,1,urban
17033,White,White,87.67,6.4,0.32,0.07,3.27,6,rural
17035,White,White,96.67,0.07,0.42,0.06,1.07,5,rural
17037,White,White,76.81,7.76,2.27,0,11.15,2,urban
17039,White,White,94.61,0.53,0.03,0.08,2.74,4,suburban
17041,White,White,90.26,0.69,0.67,0.07,7.26,6,rural
17043,White,White,66.9,4.7,11.81,0.02,14.27,2,urban
17045,White,White,98.16,0.18,0.18,0,1.21,6,rural
17047,White,White,96.48,0.79,0.28,0,1.38,6,rural
17049,White,White,95.85,0.5,0.53,0,2.11,5,rural
17051,White,White,92.13,4.67,0.54,0.13,1.87,6,rural
17053,White,White,93.49,1.13,0.66,0.03,3.34,4,suburban
17055,White,White,95.85,0.73,0.43,0.07,1.68,6,rural
17057,White,White,91.78,3.75,0.08,0.02,3.02,5,rural
17059,White,White,95.62,0.51,0.12,0,1.3,6,rural
17061,White,White,96.22,1.39,0.21,0.05,1.21,6,rural
17063,White,White,86.29,1.16,0.8,0.04,9.91,2,urban
17065,White,White,98.7,0.4,0.15,0,0.75,6,rural
17067,White,White,96.15,0.61,0.37,0,1.5,5,rural
17069,White,White,94.62,2.72,0.1,0,0.94,6,rural
17071,White,White,95.95,0.13,0.57,0,1.81,5,rural
17073,White,White,90.44,1.9,0.5,0,5.7,3,suburban
17075,White,White,89.83,0.82,0.35,0,6.98,6,rural
17077,White,White,74.02,14.94,3.44,0.04,4.43,4,suburban
17079,White,White,96.97,0.49,0.09,0,0.35,6,rural
17081,White,White,85.55,8.34,1.15,0.01,2.67,5,rural
17083,White,White,95.63,0.44,0.31,0,1.41,2,urban
17085,White,White,94.66,0.57,0.6,0.04,3.03,6,rural
17087,White,White,84.98,11.07,0.34,0,3.16,6,rural
17089,White,White,57.05,5.29,4.01,0.04,31.87,2,urban
17091,White,White,71.97,15.11,0.84,0,10.4,4,suburban
17093,White,White,69.5,6.99,3.19,0,18.7,2,urban
17095,White,White,82.87,8.48,1.1,0,5.76,5,rural
17097,White,White,61.64,6.55,7.65,0.03,21.69,2,urban
17099,White,White,85.44,2.58,0.71,0.02,9.71,5,rural
17101,White,White,84.56,8.25,0.54,0,3.84,6,rural
17103,White,White,86.19,5.45,0.56,0.09,6.22,5,rural
17105,White,White,89.15,4.13,0.85,0,4.57,5,rural
17107,White,White,86.37,6.84,0.75,0.01,3.4,5,rural
17109,White,White,87.87,4.67,2.14,0,2.77,5,rural
17111,White,White,81.08,1.37,2.78,0,13.09,2,urban
17113,White,White,79.47,8.26,5.08,0.02,4.92,4,suburban
17115,White,White,76.26,14.68,1.01,0.01,2.28,4,suburban
17117,White,White,96.06,0.95,0.49,0,1.23,2,urban
17119,White,White,85.07,8.54,1.04,0.01,3.26,2,urban
17121,White,White,91.17,3.62,0.64,0,2.03,5,rural
17123,White,White,94.53,0.27,0.38,0,3.01,3,suburban
17125,White,White,96.45,0.76,0.18,0,1.12,6,rural
17127,White,White,88.24,5.84,0.2,0,2.95,5,rural
17129,White,White,95.59,0.44,0.35,0,1.53,4,suburban
17131,White,White,95.3,0.63,0.37,0,2.44,3,suburban
17133,White,White,96.29,0.18,1.3,0,1.54,2,urban
17135,White,White,93.25,3.74,0.25,0.05,1.77,6,rural
17137,White,White,88.17,6.77,0.61,0.01,2.48,5,rural
17139,White,White,96.61,0.76,0.16,0,1.45,6,rural
17141,White,White,86.79,1.02,0.54,0.02,10.12,5,rural
17143,White,White,69.9,17.61,4.06,0.01,4.81,3,suburban
17145,White,White,85.79,9.06,0.69,0,3.12,6,rural
17147,White,White,96.21,0.55,0.54,0,1.35,4,suburban
17149,White,White,95.85,1.18,0.36,0,1.29,6,rural
17151,White,White,90.96,4.21,0.57,0,2.76,6,rural
17153,White,White,63.65,30.22,0.13,0,2.32,6,rural
17155,White,White,91.98,0.52,0.8,0,5.59,5,rural
17157,White,White,84.85,10.07,0.59,0.01,3.14,6,rural
17159,White,White,95.19,0.79,0.51,0,1.71,6,rural
17161,White,White,71.79,9.84,2.52,0.04,12.85,3,suburban
17163,White,White,61.64,29.84,1.45,0.01,4.1,2,urban
17165,White,White,91.51,2.63,0.72,0.23,1.78,6,rural
17167,White,White,80.34,12.68,2.01,0.04,2.3,4,suburban
17169,White,White,88.68,8.79,0,0,0.96,6,rural
17171,White,White,96.7,0.14,0.08,0.26,1.28,5,rural
17173,White,White,97.22,0.68,0.29,0.04,1.05,6,rural
17175,White,White,95.43,0.97,0.94,0,1.74,3,suburban
17177,White,White,82.45,9.61,0.85,0,3.96,5,rural
17179,White,White,93.95,1.24,1.03,0.01,2.34,3,suburban
17181,White,White,91.07,1.61,0.33,0,5.19,6,rural
17183,White,White,78.23,13.97,0.98,0.02,5.03,4,suburban
17185,White,White,93.88,0.66,0.93,0,2.67,6,rural
17187,White,White,83.21,2.9,2.48,0,9.56,6,rural
17189,White,White,96,0.86,0.29,0.05,1.44,6,rural
17191,White,White,96.19,1.51,0.26,0,0.62,6,rural
17193,White,White,96.25,0.7,0.76,0.08,1.46,6,rural
17195,White,White,84.57,1.54,0.52,0.1,12,5,rural
17197,White,White,63.68,11.11,5.43,0.02,17.37,2,urban
17199,White,White,89.7,4.1,1.17,0,2.64,4,suburban
17201,White,White,69.02,12.58,2.63,0.01,12.77,3,suburban
17203,White,White,95.5,0.6,0.52,0,1.83,3,suburban
18001,White,White,93.48,1.13,0.29,0,4.53,5,rural
18003,White,White,73.85,11.28,3.8,0.04,7.47,3,suburban
18005,White,White,81.49,1.54,7.4,0.05,6.76,4,suburban
18007,White,White,92.49,0.5,0.08,0.08,5.21,4,suburban
18009,White,White,95.52,0.03,0.72,0,1.63,6,rural
18011,White,White,90.61,1.73,2.96,0,3,2,urban
18013,White,White,95.66,0.65,0.73,0,1.72,2,urban
18015,White,White,93.92,1.16,0.15,0.01,4.05,4,suburban
18017,White,White,79.71,1.13,1.28,0.02,15.36,5,rural
18019,White,White,83.21,6.69,1.04,0.01,5.38,2,urban
18021,White,White,96.14,0.84,0.28,0.04,0.54,4,suburban
18023,White,White,82.14,0.67,0.35,0.1,15.86,5,rural
18025,White,White,96.05,0.39,0,0,1.49,6,rural
18027,White,White,91.56,1.93,0.27,0.05,4.97,5,rural
18029,White,White,96.14,0.83,0.56,0.03,1.31,2,urban
18031,White,White,95.03,0.65,1.46,0,2.01,5,rural
18033,White,White,95.01,0.57,0.33,0,2.8,5,rural
18035,White,White,86.8,6.86,1.43,0.08,2.48,4,suburban
18037,White,White,90.21,0.65,0.71,0,7.83,5,rural
18039,White,White,74.78,5.4,1.05,0.05,15.93,4,suburban
18041,White,White,95.51,2.37,0.03,0,1.25,5,rural
18043,White,White,87.82,5.09,1.07,0,3.28,2,urban
18045,White,White,95.31,0.23,0.44,0,2.52,6,rural
18047,White,White,96.83,0.14,0.9,0,0.8,6,rural
18049,White,White,91.76,0.93,0.42,0.05,5.2,6,rural
18051,White,White,93.57,2.19,0.42,0,1.62,6,rural
18053,White,White,84.92,6.97,0.98,0,4.28,5,rural
18055,White,White,96.62,0.35,0.2,0.05,1.46,6,rural
18057,White,White,83.67,3.89,5.93,0.02,4,2,urban
18059,White,White,92.38,2.37,0.8,0,2.36,2,urban
18061,White,White,95.37,0.6,0.43,0,1.93,2,urban
18063,White,White,84.25,6.71,2.9,0.01,3.9,2,urban
18065,White,White,93.49,2.5,0.4,0.04,1.82,5,rural
18067,White,White,85.08,7.49,1.25,0.02,3.36,4,suburban
18069,White,White,94.77,0.9,0.72,0.08,2.46,5,rural
18071,White,White,88.14,1.07,2.23,0.03,7.01,5,rural
18073,White,White,91.57,0.59,0.33,0,6.02,2,urban
18075,White,White,94.88,0.36,0.75,0,3.1,6,rural
18077,White,White,92.59,2.07,0.89,0,2.8,5,rural
18079,White,White,95.03,1.43,0.23,0,2.46,5,rural
18081,White,White,89,2.38,3.38,0.02,3.58,2,urban
18083,White,White,92.7,2.76,0.91,0.07,2.03,5,rural
18085,White,White,87.84,0.75,1.26,0.03,7.96,5,rural
18087,White,White,94.12,0.19,0.05,0.01,4.05,6,rural
18089,White,White,54.12,23.38,1.39,0.02,18.98,2,urban
18091,White,White,79.27,10.92,0.57,0,6.6,4,suburban
18093,White,White,95.68,0.4,0.49,0.06,1.67,5,rural
18095,White,White,84.85,7.75,0.51,0.01,4.09,2,urban
18097,White,White,55.25,27.64,3.27,0.02,10.39,1,urban
18099,White,White,87.26,0.57,0.47,0,10.09,5,rural
18101,White,White,97.04,0.75,0.18,0,1.15,6,rural
18103,White,White,88.72,5.38,0.58,0.02,3.21,5,rural
18105,White,White,83.51,3.03,6.67,0.02,3.41,4,suburban
18107,White,White,91.88,0.72,0.82,0.03,4.8,5,rural
18109,White,White,96,0.41,0.8,0,1.58,2,urban
18111,White,White,92.95,0.24,0,0,6.42,2,urban
18113,White,White,87.06,0.48,0.65,0.02,10.29,5,rural
18115,White,White,96.41,0.39,0.44,0,1.26,2,urban
18117,White,White,95.09,2.56,0.49,0,0.64,6,rural
18119,White,White,96.15,0.23,0.49,0,1.26,4,suburban
18121,White,White,94.49,0.58,0,0,1.62,6,rural
18123,White,White,94.11,2.89,0.51,0,1.39,6,rural
18125,White,White,96.32,0.88,0.9,0,0.93,5,rural
18127,White,White,83.2,3.46,1.38,0.08,9.97,2,urban
18129,White,White,95.94,1.46,0.3,0,1.19,3,suburban
18131,White,White,94.12,0.19,0.64,0.15,3.01,6,rural
18133,White,White,91.76,2.54,2.48,0.02,1.93,2,urban
18135,White,White,92.77,0.59,0.11,0,3.46,6,rural
18137,White,White,95.54,0.39,0.97,0,1.83,6,rural
18139,White,White,95.69,1.63,0.11,0,1.65,6,rural
18141,White,White,72.56,12.67,2.39,0.08,8.7,3,suburban
18143,White,White,95.37,0.2,0.49,0,2.28,2,urban
18145,White,White,92.28,1.17,0.56,0,4.21,2,urban
18147,White,White,94.86,0.7,0.34,0,2.9,6,rural
18149,White,White,94.23,0.86,0.26,0,3.79,6,rural
18151,White,White,93.8,0.33,0.44,0.05,3.54,5,rural
18153,White,White,91.92,3.88,0.51,0,1.74,4,suburban
18155,White,White,95.38,0.95,0.38,0,1.97,6,rural
18157,White,White,75.83,5.19,8.1,0.03,8.33,4,suburban
18159,White,White,94.89,0.11,0.25,0,2.8,6,rural
18161,White,White,95.42,0.06,2.04,0,1.77,2,urban
18163,White,White,83.61,9.5,1.23,0.17,2.66,3,suburban
18165,White,White,96.43,1.15,0.23,0.04,0.88,4,suburban
18167,White,White,85.49,6.67,1.85,0.07,2.69,4,suburban
18169,White,White,94.34,1.05,0.39,0.03,2.61,5,rural
18171,White,White,95.92,0.57,0.28,0,1.81,6,rural
18173,White,White,92.39,1.65,2.67,0,1.87,3,suburban
18175,White,White,96.76,0.09,0.34,0,1.34,2,urban
18177,White,White,88.13,4.77,1.11,0,3,5,rural
18179,White,White,94.35,0.8,0.41,0,3.07,3,suburban
18181,White,White,89.33,0.47,0.23,0,8.37,6,rural
18183,White,White,95.43,0.41,0.37,0,2.06,3,suburban
19001,White,White,95.99,0.55,0.55,0,2.06,6,rural
19003,White,White,98.04,0.05,0.25,0,1.34,6,rural
19005,White,White,90.47,1.27,0.56,0,6.62,6,rural
19007,White,White,95.17,0.71,0.47,0,2.01,6,rural
19009,White,White,96.57,0.04,0.27,0,0.57,6,rural
19011,White,White,96.03,0.52,0.33,0,1.51,3,suburban
19013,White,White,81.09,9.4,2.37,0.24,4.4,4,suburban
19015,White,White,94.34,0.64,0.31,0.42,2.64,5,rural
19017,White,White,95.05,0.88,1.15,0.05,1.58,4,suburban
19019,White,White,96.1,0.17,0.26,0,1.58,6,rural
19021,White,White,59.57,2.52,9.91,1.49,25.49,5,rural
19023,White,White,96.55,1.03,0.21,0.1,1.38,6,rural
19025,White,White,94.24,1.54,0.36,0,1.95,6,rural
19027,White,White,96.94,0.09,0.2,0,2.49,6,rural
19029,White,White,95.29,0.2,0.28,0.14,2.7,6,rural
19031,White,White,95.55,1.41,0.36,0,2.04,6,rural
19033,White,White,90.59,1.73,1.15,0.12,4.87,5,rural
19035,White,White,93.39,2.01,0.79,0,1.6,6,rural
19037,White,White,95.76,0.99,0.12,0.04,2.53,6,rural
19039,White,White,82.65,0.06,0.74,0,14.28,6,rural
19041,White,White,93.23,0.29,0.65,0.01,3.69,5,rural
19043,White,White,95.93,0.96,0.45,0,1.92,6,rural
19045,White,White,91.14,2.75,0.69,0,3.14,5,rural
19047,White,White,65.82,2.72,2.07,0.16,28.07,6,rural
19049,White,White,85.42,1.9,4.51,0,6.12,3,suburban
19051,White,White,96.82,0.04,0.64,0,1.47,5,rural
19053,White,White,92.68,1.77,0.69,0,3,6,rural
19055,White,White,96.57,0.21,0.3,0,1.55,6,rural
19057,White,White,87.33,5.67,0.77,0,3.21,5,rural
19059,White,White,95.7,0.45,0.89,0,2.01,5,rural
19061,White,White,90.75,3.51,1.07,0.51,2.47,4,suburban
19063,White,White,87.07,1.98,0.25,0,9.75,6,rural
19065,White,White,93.65,2.16,0.25,0,2.44,6,rural
19067,White,White,91.53,1.72,1.5,0.15,3.24,6,rural
19069,White,White,86.76,0.25,0,0,12.75,6,rural
19071,White,White,94.7,0.76,0,0,2.78,6,rural
19073,White,White,94.6,0.42,0.74,0,2.91,6,rural
19075,White,White,96.93,0.6,0.28,0,1.28,4,suburban
19077,White,White,95.03,0.32,0.24,0,2.72,3,suburban
19079,White,White,89.18,1.35,3.03,0.21,6.03,6,rural
19081,White,White,93.17,1.59,0.31,0,4.41,6,rural
19083,White,White,91.85,1.23,0.08,0.03,4.35,6,rural
19085,White,White,96.2,0.19,0.49,0.04,1.74,3,suburban
19087,White,White,88.04,2.23,2.59,0.05,4.88,6,rural
19089,White,White,96.51,0.31,0.43,0.01,1.6,6,rural
19091,White,White,93.43,0.4,0.31,0,4.4,6,rural
19093,White,White,95.35,0.61,0.23,0,2.45,6,rural
19095,White,White,94.98,0.75,0.49,0,2.87,6,rural
19097,White,White,95.47,0.47,0.41,0.92,1.47,6,rural
19099,White,White,93.46,1.99,0.47,0,2.35,5,rural
19101,White,White,80.53,7.12,4.35,0,3.04,5,rural
19103,White,White,78.37,7.2,6.22,0.07,5.62,4,suburban
19105,White,White,93.87,2.12,0.95,0,2.03,3,suburban
19107,White,White,96.37,0.45,0.28,0.02,1.75,6,rural
19109,White,White,94.77,0.71,0.56,0,2.68,6,rural
19111,White,White,90.81,2.76,0.62,0,3.61,5,rural
19113,White,White,85.81,5.39,2.27,0.13,3.25,3,suburban
19115,White,White,78.14,1.07,3.37,0,15.78,6,rural
19117,White,White,97.5,0.08,0,0,2,6,rural
19119,White,White,95.44,0.08,0.25,0.29,2.65,6,rural
19121,White,White,95.32,0.24,1.26,0,2.04,3,suburban
19123,White,White,93.19,1.33,1.54,0.23,2.24,5,rural
19125,White,White,94.6,1.05,1.12,0.02,1.93,6,rural
19127,White,White,70.9,1.19,3.67,0.04,21.95,5,rural
19129,White,White,94.07,0.69,0.47,0,3.19,3,suburban
19131,White,White,96.44,0.3,0.46,0,1.48,6,rural
19133,White,White,94.63,0.31,0,0.41,2,6,rural
19135,White,White,96.26,0.03,0.1,0,0.99,6,rural
19137,White,White,93.73,0.11,0.17,0,3.81,6,rural
19139,White,White,76.73,2.47,0.87,0.03,17.9,5,rural
19141,White,White,92.45,1.13,0.95,0.03,4.92,6,rural
19143,White,White,89.09,1.26,0.13,0.05,8.1,6,rural
19145,White,White,91.04,1.96,1,0,3.48,6,rural
19147,White,White,93.35,2.31,0.33,0,2.81,6,rural
19149,White,White,91.71,0.93,0.65,0,5.23,4,suburban
19151,White,White,92.86,0.59,1.34,0.66,3.83,6,rural
19153,White,White,77.71,6.55,4.54,0.08,8.37,3,suburban
19155,White,White,87.76,1.69,0.77,0.01,7.71,3,suburban
19157,White,White,91.65,1.93,2.13,0,3.2,6,rural
19159,White,White,95.39,0.08,0.99,0,2.52,6,rural
19161,White,White,94.88,0.72,0.44,0,3.14,6,rural
19163,White,White,79.97,7.45,2.71,0.02,6.72,3,suburban
19165,White,White,94.55,0.76,0.19,0,2.97,6,rural
19167,White,White,86.9,0.35,0.74,0.05,10.75,6,rural
19169,White,White,83.84,2.22,8.01,0,3.45,4,suburban
19171,White,White,80.75,0.92,0.46,0,9.78,6,rural
19173,White,White,90.38,0.02,1.02,0,7.7,6,rural
19175,White,White,94,0.5,1.46,0.06,2.99,6,rural
19177,White,White,96.34,0.43,0.52,0,1.58,6,rural
19179,White,White,82.21,3.32,1.23,0.67,10.78,5,rural
19181,White,White,94.2,0.47,0.66,0.35,2.84,3,suburban
19183,White,White,91.02,0.78,0.6,0.02,6.17,4,suburban
19185,White,White,96.08,0.3,0.09,0,1.59,6,rural
19187,White,White,87.15,4.67,1.37,0.01,5.03,5,rural
19189,White,White,91.47,1.6,1.27,0,4.64,6,rural
19191,White,White,95.01,1.52,0.65,0,2.25,6,rural
19193,White,White,72.96,3.23,2.81,0.27,16.62,4,suburban
19195,White,White,94.26,1.54,0.34,0.01,2.98,5,rural
19197,White,White,85.41,0.38,0.53,0,12.1,6,rural
20001,White,White,90.08,1,0.75,0.22,3.55,6,rural
20003,White,White,94.84,0.5,0.01,0,1.89,6,rural
20005,White,White,88.12,2.9,0.48,0,3.04,5,rural
20007,White,White,89.47,0.8,1.62,0,5.49,6,rural
20009,White,White,81.55,1.05,0.25,0.23,14.81,5,rural
20011,White,White,90.08,2.82,0.76,0,2.67,6,rural
20013,White,White,83.01,0.66,0.62,0.03,4.63,6,rural
20015,White,White,88.82,2.35,1.22,0.05,4.88,3,suburban
20017,White,White,91.2,1.67,0,0,4.74,6,rural
20019,White,White,86.01,0.54,0.3,0,3.85,6,rural
20021,White,White,88.01,0.59,0.45,0.37,2.56,6,rural
20023,White,White,93.1,0,0,0,6.79,6,rural
20025,White,White,89.73,0.35,1.14,0,5.53,6,rural
20027,White,White,93.97,0.89,0.59,0,2.54,6,rural
20029,White,White,93.02,1.88,0.09,0,3.17,6,rural
20031,White,White,93.29,0.8,0.1,0,2.69,6,rural
20033,White,White,96.03,0,0,0,3.79,6,rural
20035,White,White,79.64,2.88,1.61,0.01,10.86,5,rural
20037,White,White,86.58,2.13,1.86,0,5.71,5,rural
20039,White,White,95.28,0.52,0.38,0,2.97,6,rural
20041,White,White,90.83,1.36,0.53,0,4.68,6,rural
20043,White,White,90.29,5.88,0.07,0,2.79,4,suburban
20045,White,White,78.4,4.12,5.22,0.01,6.28,4,suburban
20047,White,White,76.16,0.35,0.77,0,20.7,6,rural
20049,White,White,90.05,0.4,0.48,0,4.56,6,rural
20051,White,White,89.41,1.08,1.13,0.33,5.73,5,rural
20053,White,White,85.72,3.19,1.28,0,6.16,6,rural
20055,Hispanic,Non-White,41.33,2.74,3.93,0,49.9,5,rural
20057,Hispanic,Non-White,39.72,1.91,1.37,0.04,55.05,5,rural
20059,White,White,90.99,0.8,0.38,0,4.17,5,rural
20061,White,White,56.6,17.68,2.96,1.03,16.18,5,rural
20063,White,White,92.93,0.11,0.53,0,3.4,6,rural
20065,White,White,88.53,4.17,1.75,0,1.98,6,rural
20067,White,White,51.65,0.04,0.43,0,47.6,6,rural
20069,White,White,81.82,0,0.12,0.36,15.96,6,rural
20071,White,White,74.51,0,0,0,24.73,6,rural
20073,White,White,91.89,0.21,0.18,0,3.88,6,rural
20075,White,White,64.49,1.85,0,0,32.96,6,rural
20077,White,White,90.15,0.13,0.39,0.2,6.13,6,rural
20079,White,White,82.77,1.51,0.63,0.18,11.89,3,suburban
20081,White,White,66.8,0.02,0.12,0,30.61,6,rural
20083,White,White,88.11,0.05,1.92,0,7.94,6,rural
20085,White,White,83.88,0.21,0.54,0.14,4.62,4,suburban
20087,White,White,93.58,0.73,0.02,0,2.74,4,suburban
20089,White,White,95.15,0.35,0.17,0.14,2.39,6,rural
20091,White,White,79.92,4.58,5.05,0.03,7.66,2,urban
20093,White,White,66.85,0.38,0.38,0,31.71,5,rural
20095,White,White,93.13,0.46,0.03,0,3.58,3,suburban
20097,White,White,88.66,0.64,0.76,0,6.39,6,rural
20099,White,White,85.42,4.72,0.15,0,4.53,5,rural
20101,White,White,91.05,0,1.21,0.26,6.71,6,rural
20103,White,White,78.9,8.19,1.45,0.1,7.01,2,urban
20105,White,White,94.74,0.16,0,0,3.35,6,rural
20107,White,White,93.55,0.55,0.52,0,2.7,2,urban
20109,White,White,90.05,0.07,0,0,6.13,6,rural
20111,White,White,71.1,2.23,2.07,0,21.23,5,rural
20113,White,White,91.58,1.08,0.68,0,4.22,5,rural
20115,White,White,92.55,0.72,0.28,0,3.74,6,rural
20117,White,White,94.61,0.31,0.39,0.26,2.52,6,rural
20119,White,White,75.45,0.62,0.72,0,20.48,6,rural
20121,White,White,92.7,1.49,0.57,0,3.23,2,urban
20123,White,White,94.92,0.72,0.28,0,2.44,6,rural
20125,White,White,79.43,4.94,0.97,0.18,6.76,5,rural
20127,White,White,91.57,0.2,0.43,0,5.01,6,rural
20129,White,White,71.21,0.8,0.62,0,23.38,6,rural
20131,White,White,95.14,0.72,0.12,0,2.1,6,rural
20133,White,White,89.78,1.21,0.07,0,5.57,6,rural
20135,White,White,87.34,0.52,0.35,0,10.22,6,rural
20137,White,White,89,2.77,0.5,0,5.2,6,rural
20139,White,White,93.24,0.59,0.19,0.01,3.25,4,suburban
20141,White,White,94.45,0.48,0.08,0,2.15,6,rural
20143,White,White,94.09,0.98,0.62,0,2.71,5,rural
20145,White,White,84.13,4.4,0.06,0,7.71,6,rural
20147,White,White,93.65,0.62,0.54,0.09,3.37,6,rural
20149,White,White,89.88,1.3,0.78,0,5.18,4,suburban
20151,White,White,88.34,2.53,0.11,0,7.15,6,rural
20153,White,White,89.81,0.64,0.12,0,7.19,6,rural
20155,White,White,84.05,2.71,0.56,0.01,9.48,5,rural
20157,White,White,95.41,1.14,0.24,0,2.04,6,rural
20159,White,White,83.13,1.69,0.77,0.14,11.39,6,rural
20161,White,White,76.52,6.09,4.91,0.19,8.33,4,suburban
20163,White,White,94.12,1.74,0.08,0.22,2.51,6,rural
20165,White,White,92.42,0.2,0.56,0,3.24,6,rural
20167,White,White,92.31,2.3,0,0.33,3.41,6,rural
20169,White,White,80.17,2.78,2.25,0.03,11.28,5,rural
20171,White,White,81.43,0,1.24,0.06,15.58,6,rural
20173,White,White,68.07,8.58,4.28,0.04,14.57,3,suburban
20175,Hispanic,Non-White,30.09,4.51,2.65,0,61.23,5,rural
20177,White,White,73.94,8.31,1.48,0.02,12.35,4,suburban
20179,White,White,92.98,1,0,0,5.11,6,rural
20181,White,White,83.61,0.71,0.93,0,12.16,6,rural
20183,White,White,94.68,0.33,0.74,0,2.23,6,rural
20185,White,White,83.38,0.29,0.1,0,13.35,6,rural
20187,White,White,57.65,0,0,0,40.59,6,rural
20189,White,White,60.56,0.77,0.32,0,36.41,6,rural
20191,White,White,89.57,0.96,0.63,0,5.42,3,suburban
20193,White,White,90.04,2.14,0.92,0,6.53,6,rural
20195,White,White,95.07,0.11,1.69,0,2.15,6,rural
20197,White,White,92.16,0.54,1.28,0.04,3.85,4,suburban
20199,White,White,91.55,0.19,0.38,0,4.7,6,rural
20201,White,White,95.74,0.11,0.15,0,3.59,6,rural
20203,White,White,61.74,0.94,0.66,0,35.21,6,rural
20205,White,White,92.02,0.46,0.01,0.03,3.21,6,rural
20207,White,White,92.68,0.44,0,0,0.38,6,rural
20209,White,Non-White,40.88,21.71,4.55,0.21,28.89,2,urban
21001,White,White,93.28,3.1,0.51,0,1.96,6,rural
