GEOID,plurality,majority,white,black,asian,american_indian,hispanic,urban_rural_code,urban_rural_cat,poverty_estimate,population,pctpov,poverty_quantile
47061,White,White,86.89,0.72,0.19,0,1.25,6,rural,3184,13113,24.281247616868757,4
47063,White,White,81.47,3.72,0.86,0.29,11.71,4,suburban,12129,62124,19.523855514776898,4
47065,White,White,71.09,18.92,2.03,0.04,5.65,3,suburban,47360,346784,13.656916120697609,2
47067,White,White,96.72,0.5,0.59,0,1.59,6,rural,1647,6385,25.794831636648397,4
47069,White,White,54.22,41.78,0.73,0,1.76,6,rural,4521,21730,20.805338242061666,4
47071,White,White,91.79,3.89,0.46,0,2.55,6,rural,5191,25272,20.540519151630264,4
47073,White,White,95.05,1.32,0.52,0.07,1.55,3,suburban,10543,55383,19.03652745427297,3
47075,Black,Non-White,44,50.79,0.05,0.03,4.32,6,rural,3445,17553,19.62627471087563,4
47077,White,White,87.4,7.84,0.13,0.08,2.42,6,rural,5331,27449,19.421472549091042,3
47079,White,White,87.3,8.17,0.39,0,2.6,5,rural,6290,31747,19.812895706680948,4
47081,White,White,90.4,5.24,0.38,0.03,2.46,2,urban,4160,22996,18.090102626543747,3
47083,White,White,92,5.4,0.17,0.2,0.38,6,rural,1266,7943,15.938562256074531,3
47085,White,White,92.47,2.06,0.7,0.04,2.47,6,rural,3230,17976,17.96840231419671,3
47087,White,White,95.32,0.32,0.04,0,2.09,5,rural,2241,11400,19.657894736842106,4
47089,White,White,92.23,1.7,0.63,0.03,3.59,4,suburban,7169,51034,14.047497746600307,2
47091,White,White,92.29,3.45,0.48,0,2.03,6,rural,3713,15825,23.462875197472354,4
47093,White,White,82.27,8.65,2.19,0.04,4.27,3,suburban,67732,445172,15.214793383231651,3
47095,White,White,66.68,28.37,0.24,0,2.32,6,rural,1268,4714,26.89859991514637,4
47097,White,White,60.63,33.74,0.26,0,2.54,6,rural,5242,23471,22.333944016019768,4
47099,White,White,93.25,1.67,0.52,0.18,2.23,5,rural,8029,42298,18.981984963828076,3
47101,White,White,93.32,1.82,1.36,0,2.29,6,rural,2385,11763,20.275439938791127,4
47103,White,White,86.83,7.09,0.54,0,3.51,6,rural,5280,33117,15.943473140683032,3
47105,White,White,87.69,0.92,0.72,0,8.78,3,suburban,6105,51127,11.940853169558158,2
47107,White,White,89.21,3.62,0.78,0.07,4.01,5,rural,10077,51312,19.63868101028999,4
47109,White,White,89.81,5.52,0.21,0,2.11,6,rural,5280,25447,20.74900774158054,4
47111,White,White,91.87,0.18,0.47,0.16,5.16,2,urban,4119,22965,17.935989549314176,3
47113,White,White,55.75,36.97,1.08,0,3.86,4,suburban,18238,94097,19.382126954100556,3
47115,White,White,91.72,2.57,0.45,0,1.81,3,suburban,5084,28004,18.154549350092843,3
47117,White,White,84.86,7.56,0.32,0,5.39,5,rural,4661,31775,14.668764752163652,2
47119,White,White,79.29,11.47,0.94,0.01,5.82,2,urban,10986,88511,12.412016585509146,2
47121,White,White,94.1,1.9,0.21,0,2.11,6,rural,1980,11655,16.988416988416986,3
47123,White,White,91.05,2,0.4,0,4.4,6,rural,8650,44924,19.25474134093135,3
47125,White,White,63.33,19.29,2.14,0.37,10.01,3,suburban,26016,192178,13.53744965604804,2
47127,White,White,92.58,2.2,2.4,0,0.22,5,rural,492,6238,7.887143315165117,1
47129,White,White,92.05,5.69,0.05,0,1.33,3,suburban,4093,18638,21.96051078441893,4
47131,White,White,82.89,10.24,0.38,0.02,4.41,5,rural,6814,30041,22.68233414333744,4
47133,White,White,96.1,0.65,0.45,0.42,1.48,5,rural,3687,21682,17.00488884789226,3
47135,White,White,91.86,2.74,2.24,0,1.36,6,rural,2347,7758,30.25264243361691,4
47137,White,White,99.41,0.18,0,0,0.37,6,rural,862,5002,17.233106757297083,3
47139,White,White,94.8,0.33,0.1,0,2.1,4,suburban,2709,16517,16.401283526064056,3
47141,White,White,88.42,2.16,1.25,0,6.25,5,rural,14310,73248,19.536369593709043,4
47143,White,White,90.53,2.26,0.48,0,4.95,5,rural,6901,31573,21.85728312165458,4
47145,White,White,92.74,2.31,0.75,0.04,1.85,3,suburban,7838,52110,15.041258875455767,3
47147,White,White,83.26,7.19,0.56,0.06,6.93,2,urban,7923,68349,11.59197647368652,2
47149,White,White,70.76,14.52,3.38,0.02,8.02,2,urban,35604,301811,11.796786730768593,2
47151,White,White,97.14,0.57,0.01,0,0.96,6,rural,4799,21507,22.313665318268473,4
47153,White,White,93.53,0.22,0,0,3.54,3,suburban,2410,14498,16.622982480342117,3
47155,White,White,89.99,0.9,0.78,0.02,5.99,5,rural,14281,94990,15.034214127802928,3
47157,Black,Non-White,35.76,53.43,2.62,0.02,6.36,1,urban,189641,919244,20.630104738241425,4
47159,White,White,92.6,2,0.37,0,2.72,2,urban,2858,19184,14.897831526271894,2
47161,White,White,91.79,0.92,0.71,0.39,3.02,6,rural,2159,13113,16.464577137192098,3
47163,White,White,93.4,1.84,0.61,0.06,1.9,3,suburban,25670,154226,16.64440496414353,3
47165,White,White,84.12,7.27,1.4,0.04,4.88,2,urban,16833,177576,9.479321529936477,1
47167,White,White,75.69,18.36,0.67,0,2.78,2,urban,8432,60595,13.91533954946778,2
47169,White,White,84.16,10.18,0.24,0,1.08,2,urban,1458,9185,15.87370713119216,3
47171,White,White,93.14,0.34,0.28,0,4.9,4,suburban,3653,17349,21.055968643725866,4
47173,White,White,96.24,0.5,0.28,0.27,1.67,3,suburban,4096,19000,21.557894736842105,4
47175,White,White,95.71,0.28,0,0,0.71,6,rural,1060,5579,18.99982075640796,3
47177,White,White,85.25,2.06,0.7,0.23,9.08,5,rural,9103,39775,22.886235072281583,4
47179,White,White,88.63,3.99,1.64,0,3.43,4,suburban,19210,122286,15.709075446085407,3
47181,White,White,89.7,6.85,0.79,0,2.08,6,rural,2853,14581,19.56655922090392,4
47183,White,White,86.77,8.45,0.25,0.06,2.58,5,rural,6253,30998,20.172269178656688,4
47185,White,White,93.48,2.12,0.18,0,2.57,6,rural,4542,26110,17.39563385675986,3
47187,White,White,84.58,4.1,4.2,0.03,4.77,2,urban,9474,217903,4.347806133921975,1
47189,White,White,84.97,7.12,1.64,0.02,4.23,2,urban,10674,130942,8.151700753005148,1
48001,White,White,58.93,20.95,0.56,0.02,17.79,5,rural,6565,44336,14.80738000721761,2
48003,Hispanic,Non-White,40.18,0.68,0.36,0.17,56.28,5,rural,1835,17711,10.36079272768336,1
48005,White,White,60.5,14.6,1.1,0.01,22.13,5,rural,15533,84861,18.304050152602493,3
48007,White,White,67.39,1.38,2,0,27.48,3,suburban,4951,24348,20.33431904057828,4
48009,White,White,88.34,0.87,0.17,0,8.28,4,suburban,806,8710,9.253731343283581,1
48011,White,White,89.36,0.25,0,0,7.55,3,suburban,135,1845,7.317073170731707,1
48013,Hispanic,Non-White,33.29,0.27,0.35,0,64.32,2,urban,7271,48319,15.047910759742544,3
48015,White,White,62.21,8.74,0.37,0,26.84,2,urban,3159,29295,10.783410138248847,1
48017,Hispanic,Non-White,35.48,0.46,0.8,0,62.13,6,rural,987,6804,14.506172839506174,2
48019,White,White,77.83,0.69,0.28,0,18.79,2,urban,3219,21524,14.95539862479093,3
48021,White,White,52.33,7.07,0.84,0,37.68,2,urban,8067,80281,10.048454802506198,1
48023,White,White,86.61,3.08,0,1.12,8.53,6,rural,382,3496,10.926773455377575,1
48025,Hispanic,Non-White,31.38,6.83,0.52,0.01,58.86,5,rural,5403,24910,21.690084303492576,4
48027,White,Non-White,45.77,21.52,2.84,0.63,24.82,3,suburban,45934,331459,13.858124232559682,2
48029,Hispanic,Non-White,27.67,7.1,2.74,0.09,60.22,1,urban,307665,1892392,16.25799517224761,3
48031,White,White,76.99,0.03,1.44,0.37,19.38,6,rural,1056,11104,9.510086455331413,1
48033,White,White,83.85,0,0,0,13.7,6,rural,17,662,2.56797583081571,1
48035,White,White,77.83,1.61,0.55,0,18.34,6,rural,2569,17694,14.519046004295241,2
48037,White,White,63.79,24.38,1.04,0.02,7.6,4,suburban,15158,88265,17.173284994052,3
48039,White,Non-White,47.21,13.65,6.6,0.01,30.63,2,urban,31553,341864,9.229693679357872,1
48041,White,White,55.79,10.28,6.11,0.06,25.56,4,suburban,51009,203756,25.034354816545278,4
48043,White,White,50.29,0.21,1.49,0,44.77,6,rural,1117,9009,12.398712398712398,2
48045,White,White,58,0.82,0,1.51,35.62,6,rural,238,1523,15.627051871306632,3
48047,Hispanic,Non-White,6.69,0,0,0,93.07,6,rural,2573,6611,38.919981848434425,4
48049,White,White,71.63,3.53,0.71,0,22.25,5,rural,5217,35996,14.493277030781199,2
48051,White,White,64.72,13.12,0.04,0,20.69,4,suburban,2198,17473,12.579408229840325,2
48053,White,White,73.6,1.75,0.86,0.05,22.23,6,rural,4984,45234,11.018260600433303,1
48055,Hispanic,Non-White,39.67,5.6,0.97,0.13,52.19,2,urban,6973,39316,17.7357818699766,3
48057,Hispanic,Non-White,42.29,2.33,5.26,0.03,48.87,5,rural,3041,21501,14.143528207990327,2
48059,White,White,86,0.91,0.5,0,9.63,4,suburban,1927,13642,14.125494795484533,2
48061,Hispanic,Non-White,8.96,0.4,0.66,0.01,89.66,3,suburban,127760,417698,30.58669182040613,4
48063,White,White,55.78,15.81,0.43,0,24.97,6,rural,2542,12748,19.940382805145905,4
48065,White,White,85.72,0.8,0.37,0,9.92,3,suburban,378,5962,6.340154310634015,1
48067,White,White,76.31,17.08,0.55,0,4.5,6,rural,5808,29619,19.60903474121341,4
48069,Hispanic,Non-White,31.96,2.12,0.61,0.04,64.6,6,rural,1201,7662,15.674758548681805,3
48071,White,White,66.97,7.26,1.13,0,22.44,2,urban,5072,39995,12.681585198149769,2
48073,White,White,60.69,13.5,0.44,0.08,23.14,5,rural,8878,48662,18.244215198717686,3
48075,White,White,58.46,8.04,0.54,0,31.01,6,rural,844,5796,14.561766735679779,2
48077,White,White,89.77,0.45,1.12,0,6.28,4,suburban,1401,10275,13.635036496350365,2
48079,Hispanic,Non-White,36.06,3.84,0,0,58.71,6,rural,685,2871,23.859282479972137,4
48081,White,White,76.2,0.97,0,0,21.53,6,rural,500,3159,15.827793605571383,3
48083,White,White,76.83,1.61,0.5,0,17.52,6,rural,1619,8358,19.37066283799952,3
48085,White,White,56.96,9.63,15.09,0.06,15.27,1,urban,61635,939403,6.561081878597365,1
48087,White,White,60.09,8.35,0,0,28.76,6,rural,467,2929,15.94400819392284,3
48089,White,White,55.93,12.64,0.02,0,29.73,6,rural,2242,20689,10.836676494755668,1
48091,White,White,67.51,2,1.11,0.03,27.36,2,urban,10997,133912,8.212109445008663,1
48093,White,White,69.46,0.6,0.61,0,27.92,6,rural,2147,13238,16.218462003323765,3
48095,White,White,52.85,1.16,0.4,0,45.13,6,rural,223,3068,7.268578878748371,1
48097,White,White,75.34,2.8,0.86,0.06,18.15,5,rural,5437,38751,14.030605661789371,2
48099,White,White,58.68,12.77,1.95,0.75,18.28,3,suburban,8163,60608,13.468519007391762,2
48101,White,White,51.77,14.49,0,0,23.14,6,rural,507,1615,31.39318885448916,4
48103,Hispanic,Non-White,31.13,2.31,1.98,0,64.37,6,rural,357,4687,7.6168124599957325,1
48105,Hispanic,Non-White,37.43,0.69,0,0,61.88,6,rural,739,3559,20.764259623489746,4
48107,Hispanic,Non-White,39.39,3.14,0.57,0.19,56.01,3,suburban,1194,5780,20.657439446366784,4
48109,Hispanic,Non-White,25.38,0.14,0.59,0,71.05,6,rural,701,2233,31.392745185848636,4
48111,White,Non-White,49.64,0.77,1.94,0,45.82,6,rural,1001,7204,13.89505830094392,2
48113,Hispanic,Non-White,29.13,22.26,6.24,0.04,40.18,1,urban,423899,2556383,16.581983216129977,3
48115,Hispanic,Non-White,33.29,7.69,0.19,0,57.47,5,rural,2520,11066,22.772456172058558,4
48117,Hispanic,Non-White,24.69,0.64,0.63,0.1,72.83,5,rural,3248,18631,17.43331007460684,3
48119,White,White,80.76,8.78,0.53,0,7.77,6,rural,1218,5149,23.655078656049717,4
48121,White,White,59.25,9.58,8.65,0.08,19.3,2,urban,64291,794142,8.09565543693697,1
48123,White,White,54.78,9.28,0,0,35.36,6,rural,2971,18519,16.042982882445056,3
48125,White,White,67,2.68,0.5,0,29.82,6,rural,360,2087,17.249640632486823,3
48127,Hispanic,Non-White,10.95,0.04,1.41,0,86.91,6,rural,3148,10555,29.824727617243013,4
48129,White,White,80.85,5.48,0.36,0,11.07,6,rural,458,3082,14.860480207657364,2
48131,Hispanic,Non-White,9.35,1.31,0,0,89.33,6,rural,2751,10738,25.61929595827901,4
48133,White,White,79.32,2.86,0.62,0,16.36,6,rural,3565,17348,20.549919299054643,4
48135,Hispanic,Non-White,32.29,4.43,1.09,0.02,60.68,4,suburban,18481,156445,11.813097254626225,2
48137,Hispanic,Non-White,43.27,0,0,0,56.62,6,rural,136,2043,6.656877141458639,1
48139,White,White,60.83,9.8,0.64,0.04,26.23,2,urban,15481,166593,9.292707376660484,1
48141,Hispanic,Non-White,11.97,2.96,1.14,0.12,82.56,3,suburban,175171,822256,21.3037059018116,4
48143,White,White,74.56,1.85,0.88,0.2,21.08,5,rural,8359,39348,21.243773508183388,4
48145,White,White,51.24,24.11,0.47,0,23.16,3,suburban,3955,15521,25.481605566651634,4
48147,White,White,78.79,5.63,0.64,0.04,11.29,6,rural,3897,31252,12.469601945475489,2
48149,White,White,71.23,6.54,0.47,0,20.99,6,rural,2698,24640,10.949675324675324,1
48151,White,White,61.77,2.65,0.31,0,32.7,6,rural,617,3840,16.067708333333332,3
48153,Hispanic,Non-White,36.81,2.88,0.17,0,58.68,6,rural,1114,5821,19.137605222470366,3
48155,White,White,72.08,2.27,0,0,22.27,6,rural,95,1373,6.919155134741442,1
48157,White,Non-White,33.09,20.12,20.02,0.05,24.5,2,urban,57565,733464,7.848374289672022,1
48159,White,White,78.67,4.37,0.05,0,14.46,6,rural,899,10573,8.502790125792112,1
48161,White,White,66.6,15.08,0.45,0,15.5,6,rural,3105,18037,17.214614403725676,3
48163,Hispanic,Non-White,16.27,3.18,0.81,0,79.28,6,rural,3169,15657,20.240148176534458,4
48165,White,White,55.51,2.17,0.49,0.04,41.49,6,rural,2875,20202,14.231264231264232,2
48167,White,White,57.36,12.35,3.26,0.03,24.63,2,urban,42158,320046,13.17248145579073,2
48169,Hispanic,Non-White,39.65,5.63,1.96,0,52.22,6,rural,778,4397,17.693882192403912,3
48171,White,White,74.7,0.08,0.12,0,23.18,5,rural,2946,25826,11.407109114845504,2
48173,White,White,56.23,0,0,0,43.77,5,rural,136,1430,9.51048951048951,1
48175,White,White,58.27,4.92,0.73,0,35.85,4,suburban,1267,7431,17.05019512851568,3
48177,Hispanic,Non-White,41.65,6.47,0.37,0.02,50.74,6,rural,3189,20334,15.683092357627618,3
48179,White,White,63.32,4.31,0.67,0.2,29,5,rural,3309,20969,15.780437789117268,3
48181,White,White,75.41,5.24,1.57,0.01,13.42,4,suburban,17383,125771,13.8211511397699,2
48183,White,White,57.51,19.79,1.28,0.11,18.71,4,suburban,21029,119520,17.59454484605087,3
48185,White,White,58.5,14.88,0.2,0,24.16,6,rural,4600,24040,19.13477537437604,3
48187,White,White,50.36,7.58,1.63,0.1,37.92,2,urban,14519,153086,9.484211488966986,1
48189,Hispanic,Non-White,33.83,4.54,0.29,0.02,59.45,5,rural,5918,31716,18.659351746752428,3
48191,White,White,55.61,6.17,0.26,0,34.78,6,rural,699,3016,23.176392572944295,4
48193,White,White,84.05,0.79,0,0,12.75,6,rural,1303,7971,16.346756994103625,3
48195,White,White,51.61,0.09,0.07,0,48.01,6,rural,883,5471,16.13964540303418,3
48197,White,White,71.69,5.88,0,0,18.99,6,rural,494,3928,12.576374745417516,2
48199,White,White,86.49,5.55,0.62,0,5.69,3,suburban,7010,55794,12.56407499014231,2
48201,Hispanic,Non-White,29.59,18.57,6.92,0.05,42.94,1,urban,739100,4556828,16.219615925815063,3
48203,White,White,63.59,20.67,0.79,0.02,13.11,5,rural,10488,65126,16.10416730645211,3
48205,White,White,59.98,7.41,1.45,0,26.72,6,rural,266,4205,6.325802615933412,1
48207,White,White,64.65,3.79,0.28,0,28.57,6,rural,1053,5231,20.1299942649589,4
48209,White,White,53.77,3.85,1.5,0,38.93,2,urban,29497,196739,14.992960216327214,3
48211,White,White,63.07,0.98,0.03,0,34.83,6,rural,564,4023,14.01938851603281,2
48213,White,White,78.18,6.35,0.65,0.03,12.76,5,rural,13782,78936,17.459714198844633,3
48215,Hispanic,Non-White,6.14,0.42,0.94,0.01,92.18,3,suburban,261968,839124,31.21922385726067,4
48217,White,White,70.6,6.27,0.4,0.17,20.61,6,rural,5482,34378,15.946244691372389,3
48219,Hispanic,Non-White,46.93,3.2,0.35,0.09,47.79,5,rural,3496,22325,15.659574468085106,3
48221,White,White,84.22,0.76,0.7,0.06,12.4,2,urban,6027,56201,10.724008469600186,1
48223,White,White,73.28,7,0.67,0.12,16.87,5,rural,6019,35640,16.888327721661057,3
48225,White,White,61.83,24.91,0.38,0,11.08,6,rural,4872,19696,24.735987002437042,4
48227,White,Non-White,48.65,5.19,0.69,0.03,42.51,5,rural,5301,31610,16.77000949066751,3
48229,Hispanic,Non-White,17.35,1.63,0.77,0,77.8,3,suburban,951,3377,28.161089724607642,4
48231,White,White,71.62,7.81,1.24,0.05,16.35,2,urban,15615,89370,17.472306143001006,3
48233,White,White,70.36,1.44,0.36,0.7,23.26,5,rural,3264,21442,15.222460591362747,3
48235,White,White,69.88,4.07,0,0,25.56,4,suburban,226,1524,14.829396325459317,2
48237,White,White,77.16,4.74,0.1,0,16.88,6,rural,1160,7670,15.123859191655804,3
48239,White,White,58.48,6.48,1.05,0.06,33.11,6,rural,2011,14472,13.895798783858485,2
48241,White,White,74.52,16.53,0.45,0.07,6.72,6,rural,5751,34406,16.715107830029645,3
48243,White,White,58.37,1.03,0,0,39.85,6,rural,142,2172,6.537753222836096,1
48245,White,Non-White,40.59,33.46,3.73,0.05,20.72,3,suburban,43850,238628,18.375882126154515,3
48247,Hispanic,Non-White,8.09,0.04,0,0,91.34,6,rural,1431,5232,27.350917431192663,4
48249,Hispanic,Non-White,17.96,0.62,0.51,0.13,80.28,5,rural,9336,40678,22.950980874182605,4
48251,White,White,71.99,3.47,0.92,0.4,21.36,2,urban,16991,160311,10.5987736337494,1
48253,White,White,54.15,13.99,0.39,0,27.55,4,suburban,1802,12639,14.25745707730042,2
48255,Hispanic,Non-White,35.84,6.41,1.04,0,54.72,6,rural,2348,12616,18.611287254280278,3
48257,White,White,63.69,11.72,1.28,0.04,21.42,2,urban,15272,117258,13.024271265073597,2
48259,White,White,72.34,0.49,0.9,0.13,23.88,2,urban,2178,41463,5.252876058172347,1
48261,Hispanic,Non-White,5.28,0,0,0,94.72,5,rural,42,595,7.0588235294117645,1
48263,White,White,83.77,0.93,0,0,14.06,6,rural,77,707,10.891089108910892,1
48265,White,White,68.72,1.43,0.82,0.08,26.94,5,rural,6601,49789,13.257948542850832,2
48267,White,White,75.67,1.1,0,0,21.79,6,rural,928,4353,21.31863082931312,4
48269,White,White,67.09,0,0,0,32.91,6,rural,20,228,8.771929824561402,1
48271,Hispanic,Non-White,40.58,0.14,0,0,59.28,6,rural,640,3437,18.620890311318007,3
48273,Hispanic,Non-White,20.19,2.94,2.24,0,72.88,5,rural,7727,29557,26.142707311296814,4
48275,White,White,58.22,4.7,1.08,0,34.33,6,rural,526,3590,14.651810584958216,2
48277,White,White,74.42,12.75,0.77,0.11,7.87,5,rural,8685,48789,17.801143700424277,3
48279,Hispanic,Non-White,39.31,2.99,0.52,0,55.56,6,rural,3064,13007,23.55654647497501,4
48281,White,White,72.59,4.33,1.15,0.35,19.42,3,suburban,2300,20384,11.283359497645213,2
48283,Hispanic,Non-White,13.24,1.46,0.16,0,84.09,6,rural,786,6471,12.14649976819657,2
48285,White,White,73.51,6.16,0.47,0,18.91,6,rural,2271,19490,11.652129297075424,2
48287,White,White,63.34,11.13,0.99,0,23.68,6,rural,2335,16487,14.162673621641291,2
48289,White,White,76.13,6.71,0.8,0.32,14.57,6,rural,2824,16995,16.61665195645778,3
48291,White,White,63.3,9.84,0.52,0.01,24.84,2,urban,11047,74346,14.858902967207383,2
48293,White,White,58.65,16.85,0.76,0.29,21.91,6,rural,4670,22659,20.609912176177236,4
48295,White,White,62.51,0.53,0.62,0,31.96,6,rural,386,3393,11.376363100501031,2
48297,White,White,56.05,2.22,1.43,0,39.99,6,rural,1735,10639,16.307923677037316,3
48299,White,White,86.44,0.67,0.29,0,10.39,6,rural,2376,20422,11.634511800998922,2
48301,White,White,84.69,0,0,0,12.24,6,rural,19,102,18.627450980392158,3
48303,White,White,53.47,6.6,2.13,0.07,35.43,3,suburban,54723,289204,18.921937455913472,3
48305,White,Non-White,49.3,0.7,0.79,0.1,47.22,3,suburban,1090,5761,18.920326332233987,3
48307,White,White,60.51,1.08,0.74,0,32.31,6,rural,1266,7866,16.09458428680397,3
48309,White,White,55.93,14.26,1.58,0.02,26.34,3,suburban,45964,238760,19.251130842687218,3
48311,Hispanic,Non-White,49.1,0,0,0,49.74,6,rural,85,662,12.83987915407855,2
48313,White,White,55,16.27,3.36,0.07,23.17,6,rural,1463,10460,13.98661567877629,2
48315,White,White,70.85,22.9,0.32,0.41,4.14,6,rural,2061,9949,20.715649814051666,4
48317,White,White,53.94,0.85,0.07,0,44.96,4,suburban,595,5539,10.742011193356202,1
48319,White,White,74.18,0.05,2.41,0,22.19,6,rural,602,4135,14.558645707376058,2
48321,White,Non-White,43.63,10.29,1.93,0.33,42.45,5,rural,7293,36261,20.112517580872012,4
48323,Hispanic,Non-White,2.5,0.32,0.55,0.04,95.18,5,rural,15467,57660,26.824488380159554,4
48325,Hispanic,Non-White,43.57,2.47,0.69,0.04,51.97,2,urban,4855,46753,10.38436036190191,1
48327,White,White,54.84,0,0,0,41.67,6,rural,205,2074,9.884281581485054,1
48329,White,Non-White,45.41,6.22,1.91,0.05,44.73,4,suburban,14628,162314,9.012161612676664,1
48331,White,White,62.36,9.2,0.52,0,26.43,6,rural,3531,24155,14.618091492444629,2
48333,White,White,78.22,0.39,0.22,0,20.99,6,rural,799,4724,16.91363251481795,3
48335,White,Non-White,47.89,9.02,0.43,0,39.88,6,rural,559,6164,9.068786502271251,1
48337,White,White,85.79,0.67,0,0,10.97,6,rural,2711,19076,14.211574753617109,2
48339,White,White,66.02,4.8,2.92,0.04,24.14,2,urban,54526,550453,9.905659520431353,1
48341,Hispanic,Non-White,32.46,3.21,6.84,0,56.06,5,rural,3319,21512,15.42859799181852,3
48343,White,White,64.4,23.09,0.16,0.06,9.86,6,rural,1999,12252,16.315703558602674,3
48345,White,White,74.44,1.52,0,0,19.65,6,rural,111,1156,9.602076124567475,1
48347,White,White,59.52,17.26,1.4,0.02,19.42,5,rural,14631,60050,24.364696086594503,4
48349,White,White,56.05,12.2,0.68,1.34,27.26,5,rural,8655,47625,18.173228346456693,3
48351,White,White,73.47,20.29,0.55,0,3.62,3,suburban,2853,13883,20.55031333285313,4
48353,White,White,55.53,5.56,0.29,0,37.68,5,rural,2220,14659,15.14427996452691,3
48355,Hispanic,Non-White,29.47,3.62,2,0.06,63.74,3,suburban,57686,352632,16.358696885138045,3
48357,Hispanic,Non-White,43.11,0.09,0.23,0,54.18,6,rural,1252,10282,12.176619334759774,2
48359,White,White,77.13,3.06,1.86,0,15.23,3,suburban,182,1520,11.973684210526315,2
48361,White,White,80.66,8.69,1.17,0,7.68,3,suburban,11445,82903,13.805290520246553,2
48363,White,White,75.05,2.51,0.79,0.1,19.88,5,rural,4945,27930,17.70497672753312,3
48365,White,White,73.18,17.28,0.07,0,8.72,6,rural,3623,22836,15.865300402872656,3
48367,White,White,83.47,1.24,0.54,0.04,12.29,2,urban,10627,128067,8.298000265486035,1
48369,Hispanic,Non-White,34.1,1.19,0.34,0,63.29,6,rural,1594,9694,16.443160717969878,3
48371,Hispanic,Non-White,25.18,3.43,0.61,0.15,68.78,6,rural,1684,13659,12.328867413427044,2
48373,White,White,70.89,9.69,0.77,0.14,15.27,6,rural,7634,44136,17.296537973536342,3
48375,White,Non-White,44.07,9.79,5.39,0.2,38.32,3,suburban,22887,113740,20.122208545806224,4
48377,Hispanic,Non-White,12.96,0,1.35,0,83.74,6,rural,2379,7118,33.42230963753863,4
48379,White,White,85.33,3.53,0.36,0,9.12,6,rural,1261,11382,11.078896503250748,2
48381,White,White,71.65,2.52,1.73,0.26,21.63,3,suburban,11236,129832,8.654260890997596,1
48383,Hispanic,Non-White,29.77,0.85,0.16,0,68.83,6,rural,549,3716,14.773950484391818,2
48385,White,White,73.09,0.56,0.06,0,26.26,6,rural,751,3292,22.812879708383964,4
48387,White,White,73.39,16.75,0.08,0,7.28,6,rural,2214,12052,18.370394955194158,3
48389,Hispanic,Non-White,22.28,1.34,1.32,0.14,74.69,5,rural,1482,12821,11.55916075189143,2
48391,Hispanic,Non-White,41.64,6.48,0.29,0,50.44,6,rural,1300,7055,18.426647767540754,3
48393,White,White,83.85,0,0,0,13.29,6,rural,106,867,12.226066897347174,2
48395,White,White,57.2,20.23,0.17,0.11,20.98,4,suburban,2094,16681,12.553204244349859,2
48397,White,White,70.83,6.22,2.66,0.05,17.64,2,urban,5267,92880,5.670757967269595,1
48399,White,White,61.47,3.01,0.11,0,34.16,6,rural,1412,9948,14.193807800562928,2
48401,White,White,63.75,16.77,0.52,0.06,16.82,4,suburban,6212,48474,12.815117382514337,2
48403,White,White,85.53,5.64,0.07,0.29,4.56,6,rural,2200,10300,21.35922330097087,4
48405,White,White,69.09,21.34,0,0,7.2,6,rural,1939,8094,23.956016802569806,4
48407,White,White,74.67,8.93,0.03,0.04,13.11,6,rural,4107,27529,14.91881288822696,2
48409,Hispanic,Non-White,38.39,1.46,0.99,0.05,57.79,3,suburban,10856,66214,16.395324251668832,3
48411,White,White,64.21,2.02,0.15,0,30.1,6,rural,792,5244,15.102974828375288,3
48413,Hispanic,Non-White,46.13,0.54,0,0.37,52.97,6,rural,452,3061,14.766416203854948,2
48415,White,White,52.76,4.63,0.3,0,40.38,5,rural,2149,15401,13.95363937406662,2
48417,White,White,85.44,0.21,0.24,0,11.53,6,rural,486,3285,14.794520547945206,2
48419,White,White,61.58,18.95,0.45,0,18.32,6,rural,5860,25177,23.275211502561863,4
48421,White,White,53.45,1.14,0,0,44.59,6,rural,460,3019,15.23683338853925,3
48423,White,White,59.73,17.22,1.68,0.09,19.5,4,suburban,36119,219948,16.421608743884917,3
48425,White,White,79.12,1.19,0.27,0.77,18.58,2,urban,2097,8500,24.670588235294115,4
48427,Hispanic,Non-White,0.69,0.04,0.02,0,99.17,5,rural,22336,63234,35.3227693962109,4
48429,White,White,71.09,2.83,0.33,0,23.74,6,rural,2003,8854,22.622543483171448,4
48431,Hispanic,Non-White,46.95,0,0,0,52.07,6,rural,39,1103,3.535811423390753,1
48433,White,White,75.88,2.03,0,0,21.27,6,rural,175,1325,13.20754716981132,2
48435,Hispanic,Non-White,34.1,0.08,0,0.16,65.64,6,rural,320,3843,8.326827998959146,1
48437,White,Non-White,46.18,5.89,0.16,0.07,44.03,6,rural,1507,6830,22.06442166910688,4
48439,White,Non-White,46.72,16.14,5.37,0.19,28.81,1,urban,258272,1994417,12.94974922496148,2
48441,White,White,63.45,7.73,2.11,0.03,24.41,4,suburban,20272,130211,15.568577155539852,3
48443,Hispanic,Non-White,39.4,1.12,0,0,56.7,6,rural,129,862,14.965197215777263,3
48445,Hispanic,Non-White,39.49,4.61,0,0,55,6,rural,1807,11499,15.714409948691191,3
48447,White,White,84.82,0.97,0,0,13.23,6,rural,228,1556,14.652956298200515,2
48449,White,Non-White,45.17,8.93,0.99,0,43.04,5,rural,6162,32251,19.1063842981613,3
